Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
47	2019 JAN 30 10:16:11	2019 JAN 30 10:45:42	2019 JAN 30 11:15:13	3542.2	100.8	-139.2	-93.7	68.6	14.2	-68.5	71.5	16.5	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
48	2019 JAN 30 11:15:13	2019 JAN 30 11:44:37	2019 JAN 30 12:14:02	3528.8	-93.7	26.7	72.0	-68.5	-12.7	68.5	108.6	4.5	4	-	-	-		
48	2019 JAN 30 12:14:02	2019 JAN 30 12:43:35	2019 JAN 30 13:13:08	3545.7	72.0	-168.2	-122.3	68.5	14.1	-68.6	71.3	16.5	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
49	2019 JAN 30 13:13:08	2019 JAN 30 13:42:33	2019 JAN 30 14:11:58	3530.1	-122.3	-2.2	43.4	-68.6	-12.6	68.6	108.9	4.5	3	-	-	-		
49	2019 JAN 30 14:11:58	2019 JAN 30 14:41:31	2019 JAN 30 15:11:05	3547.0	43.4	162.9	-150.8	68.6	13.9	-68.7	71.0	16.5	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
50	2019 JAN 30 15:11:05	2019 JAN 30 15:40:31	2019 JAN 30 16:09:57	3531.9	-150.8	-31.2	14.9	-68.7	-12.4	68.8	109.2	4.5	4	-	-	-		
50	2019 JAN 30 16:09:57	2019 JAN 30 16:39:29	2019 JAN 30 17:09:02	3545.6	14.9	133.9	-179.3	68.8	13.6	-68.9	70.7	16.4	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
51	2019 JAN 30 17:09:02	2019 JAN 30 17:38:29	2019 JAN 30 18:07:55	3533.0	-179.3	-60.1	-13.4	-68.9	-12.0	69.0	109.4	4.5	4	-	-	-		
51	2019 JAN 30 18:07:55	2019 JAN 30 18:37:27	2019 JAN 30 19:06:59	3543.4	-13.4	105.1	152.4	69.0	13.3	-69.1	70.4	16.4	4	-		3x COP rows -1: UVIS off		
52	2019 JAN 30 19:06:59	2019 JAN 30 19:36:25	2019 JAN 30 20:05:51	3532.2	152.4	-88.9	-41.7	-69.1	-11.7	69.3	109.7	4.5	17	-	-	COP row -1: UVIS off		
52	2019 JAN 30 20:05:51	2019 JAN 30 20:35:22	2019 JAN 30 21:04:52	3541.5	-41.7	76.2	124.0	69.3	13.1	-69.3	70.2	16.4	17	-		COP row -1: UVIS off		
53	2019 JAN 30 21:04:52	2019 JAN 30 21:34:17	2019 JAN 30 22:03:41	3529.2	124.0	-117.8	-70.3	-69.3	-11.5	69.3	109.9	4.4	17	-	-	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
53	2019 JAN 30 22:03:41	2019 JAN 30 22:33:12	2019 JAN 30 23:02:42	3540.8	-70.3	47.3	95.3	69.3	12.9	-69.4	69.9	16.4	17	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
54	2019 JAN 30 23:02:42	2019 JAN 30 23:32:07	2019 JAN 31 00:01:32	3529.9	95.3	-146.7	-99.1	-69.4	-11.5	69.3	110.2	4.4	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
54	2019 JAN 31 00:01:32	2019 JAN 31 00:31:03	2019 JAN 31 01:00:34	3541.9	-99.1	18.3	66.5	69.3	12.9	-69.3	69.6	16.4	7	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
55	2019 JAN 31 01:00:34	2019 JAN 31 01:30:00	2019 JAN 31 01:59:27	3532.5	66.5	-175.7	-127.7	-69.3	-11.4	69.4	110.5	4.4	3	-	-	-		
55	2019 JAN 31 01:59:27	2019 JAN 31 02:28:59	2019 JAN 31 02:58:31	3544.2	-127.7	-10.6	37.9	69.4	12.8	-69.4	69.4	16.4	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
56	2019 JAN 31 02:58:31	2019 JAN 31 03:27:57	2019 JAN 31 03:57:24	3532.8	37.9	155.4	-156.3	-69.4	-11.2	69.5	110.8	4.4	4	-	-	-		
56	2019 JAN 31 03:57:24	2019 JAN 31 04:26:57	2019 JAN 31 04:56:30	3546.5	-156.3	-39.5	9.5	69.5	12.5	-69.6	69.1	16.4	4	-		3x COP rows 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
57	2019 JAN 31 04:56:30	2019 JAN 31 05:25:56	2019 JAN 31 05:55:21	3531.0	9.5	126.4	175.3	-69.6	-11.0	69.7	111.1	4.4	3	-	-	-		
57	2019 JAN 31 05:55:21	2019 JAN 31 06:24:55	2019 JAN 31 06:54:28	3546.8	175.3	-68.4	-18.9	69.7	12.3	-69.8	68.8	16.3	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
58	2019 JAN 31 06:54:28	2019 JAN 31 07:23:53	2019 JAN 31 07:53:17	3529.2	-18.9	97.6	146.9	-69.8	-10.7	69.9	111.3	4.4	4	-	-	-		
58	2019 JAN 31 07:53:17	2019 JAN 31 08:22:49	2019 JAN 31 08:52:21	3544.2	146.9	-97.3	-47.3	69.9	12.0	-70.0	68.6	16.3	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
59	2019 JAN 31 08:52:21	2019 JAN 31 09:21:46	2019 JAN 31 09:51:10	3528.5	-47.3	68.7	118.5	-70.0	-10.5	70.0	111.6	4.4	3	-	-	-		
59	2019 JAN 31 09:51:10	2019 JAN 31 10:20:40	2019 JAN 31 10:50:11	3541.0	118.5	-126.2	-76.0	70.0	11.9	-70.0	68.3	16.3	3	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
60	2019 JAN 31 10:50:11	2019 JAN 31 11:19:35	2019 JAN 31 11:49:00	3528.9	-76.0	39.8	89.7	-70.0	-10.4	70.0	111.8	4.3	8	-	-	-		
60	2019 JAN 31 11:49:00	2019 JAN 31 12:18:31	2019 JAN 31 12:48:03	3543.1	89.7	-155.1	-104.7	70.0	11.8	-70.0	68.0	16.3	8	Limb 2SUBD 03	Science: orders #163, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
61	2019 JAN 31 12:48:03	2019 JAN 31 13:17:28	2019 JAN 31 13:46:53	3530.2	-104.7	10.8	60.9	-70.0	-10.4	70.0	112.1	4.3	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
61	2019 JAN 31 13:46:53	2019 JAN 31 14:16:26	2019 JAN 31 14:45:58	3545.2	60.9	175.9	-133.3	70.0	11.7	-70.0	67.8	16.3	7	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
62	2019 JAN 31 14:45:58	2019 JAN 31 15:15:24	2019 JAN 31 15:44:50	3531.6	-133.3	-18.1	32.4	-70.0	-10.2	70.1	112.4	4.3	4	-	-	-		
62	2019 JAN 31 15:44:50	2019 JAN 31 16:14:22	2019 JAN 31 16:43:55	3544.7	32.4	147.0	-161.8	70.1	11.5	-70.2	67.5	16.3	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
63	2019 JAN 31 16:43:55	2019 JAN 31 17:13:21	2019 JAN 31 17:42:48	3533.2	-161.8	-47.1	4.0	-70.2	-10.0	70.2	112.7	4.3	5	-	-	-		
63	2019 JAN 31 17:42:48	2019 JAN 31 18:12:19	2019 JAN 31 18:41:51	3542.7	4.0	118.0	169.7	70.2	11.3	-70.3	67.2	16.3	5	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
64	2019 JAN 31 18:41:51	2019 JAN 31 19:11:17	2019 JAN 31 19:40:44	3533.1	169.7	-75.9	-24.4	-70.3	-9.7	70.4	112.9	4.3	4	-	-	-		
64	2019 JAN 31 19:40:44	2019 JAN 31 20:10:14	2019 JAN 31 20:39:45	3540.9	-24.4	89.2	141.3	70.4	11.1	-70.5	67.0	16.2	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
65	2019 JAN 31 20:39:45	2019 JAN 31 21:09:10	2019 JAN 31 21:38:35	3530.8	141.3	-104.8	-52.9	-70.5	-9.5	70.6	113.2	4.3	5	-	-	-		
65	2019 JAN 31 21:38:35	2019 JAN 31 22:08:05	2019 JAN 31 22:37:35	3539.6	-52.9	60.3	112.8	70.6	10.9	-70.6	66.7	16.2	5	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
66	2019 JAN 31 22:37:35	2019 JAN 31 23:07:00	2019 JAN 31 23:36:25	3530.0	112.8	-133.7	-81.7	-70.6	-9.4	70.5	113.4	4.2	4	-	-	-		
66	2019 JAN 31 23:36:25	2019 FEB 01 00:05:55	2019 FEB 01 00:35:25	3540.0	-81.7	31.3	84.0	70.5	10.9	-70.5	66.4	16.2	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
67	2019 FEB 01 00:35:25	2019 FEB 01 01:04:51	2019 FEB 01 01:34:17	3532.2	84.0	-162.7	-110.4	-70.5	-9.4	70.5	113.7	4.2	3	-	-	-		
67	2019 FEB 01 01:34:17	2019 FEB 01 02:03:48	2019 FEB 01 02:33:19	3541.9	-110.4	2.4	55.2	70.5	10.8	-70.5	66.1	16.2	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
68	2019 FEB 01 02:33:19	2019 FEB 01 03:02:46	2019 FEB 01 03:32:12	3533.1	55.2	168.3	-139.0	-70.5	-9.3	70.6	114.0	4.2	5	-	-	-		
68	2019 FEB 01 03:32:12	2019 FEB 01 04:01:44	2019 FEB 01 04:31:16	3544.1	-139.0	-26.6	26.6	70.6	10.7	-70.6	65.9	16.2	5	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
69	2019 FEB 01 04:31:16	2019 FEB 01 05:00:42	2019 FEB 01 05:30:08	3532.0	26.6	139.4	-167.6	-70.6	-9.1	70.7	114.3	4.2	4	-	-	-		
69	2019 FEB 01 05:30:08	2019 FEB 01 05:59:41	2019 FEB 01 06:29:14	3545.5	-167.6	-55.5	-1.8	70.7	10.5	-70.8	65.6	16.2	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
70	2019 FEB 01 06:29:14	2019 FEB 01 06:58:39	2019 FEB 01 07:28:04	3530.2	-1.8	110.5	164.0	-70.8	-8.9	70.9	114.5	4.2	5	-	-	-		
70	2019 FEB 01 07:28:04	2019 FEB 01 07:57:36	2019 FEB 01 08:27:08	3544.0	164.0	-84.4	-30.2	70.9	10.2	-71.0	65.3	16.1	5	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0	grazingMatch:CURIOSITY; 	
71	2019 FEB 01 08:27:08	2019 FEB 01 08:56:32	2019 FEB 01 09:25:57	3529.0	-30.2	81.6	135.6	-71.0	-8.7	71.0	114.8	4.2	4	-	-	-		
71	2019 FEB 01 09:25:57	2019 FEB 01 09:55:27	2019 FEB 01 10:24:57	3540.4	135.6	-113.3	-58.8	71.0	10.1	-71.0	65.1	16.1	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
72	2019 FEB 01 10:24:57	2019 FEB 01 10:54:22	2019 FEB 01 11:23:47	3529.3	-58.8	52.7	106.9	-71.0	-8.6	71.0	115.1	4.2	5	-	-	-		
72	2019 FEB 01 11:23:47	2019 FEB 01 11:53:17	2019 FEB 01 12:22:47	3540.5	106.9	-142.2	-87.6	71.0	10.0	-71.0	64.8	16.1	5	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
73	2019 FEB 01 12:22:47	2019 FEB 01 12:52:12	2019 FEB 01 13:21:38	3530.5	-87.6	23.8	78.0	-71.0	-8.6	71.0	115.3	4.1	4	-	-	-		
73	2019 FEB 01 13:21:38	2019 FEB 01 13:51:09	2019 FEB 01 14:20:41	3543.2	78.0	-171.1	-116.3	71.0	10.0	-71.0	64.5	16.1	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
74	2019 FEB 01 14:20:41	2019 FEB 01 14:50:07	2019 FEB 01 15:19:33	3531.8	-116.3	-5.2	49.3	-71.0	-8.5	71.0	115.6	4.1	4	-	-	-		
74	2019 FEB 01 15:19:33	2019 FEB 01 15:49:04	2019 FEB 01 16:18:36	3543.7	49.3	159.9	-144.9	71.0	9.8	-71.1	64.2	16.1	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
75	2019 FEB 01 16:18:36	2019 FEB 01 16:48:03	2019 FEB 01 17:17:30	3533.3	-144.9	-34.1	20.8	-71.1	-8.4	71.1	115.9	4.1	5	-	-	-		
75	2019 FEB 01 17:17:30	2019 FEB 01 17:47:01	2019 FEB 01 18:16:32	3542.2	20.8	131.0	-173.5	71.1	9.7	-71.2	64.0	16.1	5	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0	grazingMatch:VERNAL CRATER; 	
76	2019 FEB 01 18:16:32	2019 FEB 01 18:45:59	2019 FEB 01 19:15:26	3533.8	-173.5	-63.1	-7.6	-71.2	-8.1	71.3	116.2	4.1	4	-	-	-		
76	2019 FEB 01 19:15:26	2019 FEB 01 19:44:56	2019 FEB 01 20:14:26	3540.3	-7.6	102.1	158.1	71.3	9.5	-71.3	63.7	16.0	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
77	2019 FEB 01 20:14:26	2019 FEB 01 20:43:52	2019 FEB 01 21:13:18	3532.6	158.1	-91.9	-36.1	-71.3	-7.9	71.4	116.4	4.1	5	-	-	-		
77	2019 FEB 01 21:13:18	2019 FEB 01 21:42:48	2019 FEB 01 22:12:17	3538.7	-36.1	73.2	129.6	71.4	9.3	-71.4	63.5	16.0	5	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
78	2019 FEB 01 22:12:17	2019 FEB 01 22:41:42	2019 FEB 01 23:11:08	3530.4	129.6	-120.8	-64.8	-71.4	-7.8	71.4	116.7	4.1	5	-	-	-		
78	2019 FEB 01 23:11:08	2019 FEB 01 23:40:37	2019 FEB 02 00:10:06	3538.6	-64.8	44.3	100.8	71.4	9.2	-71.4	63.2	16.0	5	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
79	2019 FEB 02 00:10:06	2019 FEB 02 00:39:32	2019 FEB 02 01:08:58	3532.0	100.8	-149.8	-93.6	-71.4	-7.8	71.4	116.9	4.0	4	-	-	-		
79	2019 FEB 02 01:08:58	2019 FEB 02 01:38:28	2019 FEB 02 02:07:58	3540.0	-93.6	15.3	72.0	71.4	9.2	-71.3	62.9	16.0	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
80	2019 FEB 02 02:07:58	2019 FEB 02 02:37:25	2019 FEB 02 03:06:52	3533.8	72.0	-178.8	-122.4	-71.3	-7.8	71.4	117.2	4.0	4	-	-	-		
80	2019 FEB 02 03:06:52	2019 FEB 02 03:36:23	2019 FEB 02 04:05:54	3542.2	-122.4	-13.7	43.3	71.4	9.2	-71.4	62.6	16.0	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
81	2019 FEB 02 04:05:54	2019 FEB 02 04:35:21	2019 FEB 02 05:04:48	3533.4	43.3	152.3	-151.0	-71.4	-7.6	71.4	117.5	4.0	1	-	-	-		
81	2019 FEB 02 05:04:48	2019 FEB 02 05:34:20	2019 FEB 02 06:03:52	3544.1	-151.0	-42.6	14.7	71.4	9.0	-71.5	62.4	16.0	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
82	2019 FEB 02 06:03:52	2019 FEB 02 06:33:18	2019 FEB 02 07:02:43	3531.6	14.7	123.4	-179.5	-71.5	-7.5	71.5	117.8	4.0	4	-	-	-		
82	2019 FEB 02 07:02:43	2019 FEB 02 07:32:15	2019 FEB 02 08:01:47	3543.9	-179.5	-71.5	-13.7	71.5	8.8	-71.6	62.1	15.9	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
83	2019 FEB 02 08:01:47	2019 FEB 02 08:31:12	2019 FEB 02 09:00:37	3529.9	-13.7	94.5	152.1	-71.6	-7.3	71.7	118.0	4.0	4	-	-	-		
83	2019 FEB 02 09:00:37	2019 FEB 02 09:30:08	2019 FEB 02 09:59:38	3541.1	152.1	-100.4	-42.2	71.7	8.6	-71.7	61.8	15.9	4	-		3x COP rows 85: NADIR: Full Frame (57:240;0:1047),Tint = 13000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
84	2019 FEB 02 09:59:38	2019 FEB 02 10:29:03	2019 FEB 02 10:58:28	3529.6	-42.2	65.6	123.5	-71.7	-7.1	71.8	118.3	4.0	1	-	-	-		
84	2019 FEB 02 10:58:28	2019 FEB 02 11:27:57	2019 FEB 02 11:57:27	3539.0	123.5	-129.3	-71.0	71.8	8.6	-71.7	61.6	15.9	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
85	2019 FEB 02 11:57:27	2019 FEB 02 12:26:52	2019 FEB 02 12:56:17	3530.5	-71.0	36.6	94.7	-71.7	-7.1	71.7	118.6	3.9	4	-	-	-		
85	2019 FEB 02 12:56:17	2019 FEB 02 13:25:48	2019 FEB 02 13:55:19	3541.5	94.7	-158.3	-99.8	71.7	8.5	-71.7	61.3	15.9	4	-		3x COP rows -1: UVIS off	&PossibleOCM; 	
86	2019 FEB 02 13:55:19	2019 FEB 02 14:24:45	2019 FEB 02 14:54:11	3531.8	-99.8	7.7	65.8	-71.7	-7.1	71.7	118.8	3.9	4	-	-	-		
86	2019 FEB 02 14:54:11	2019 FEB 02 15:23:42	2019 FEB 02 15:53:14	3542.9	65.8	172.8	-128.5	71.7	8.5	-71.7	61.0	15.9	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0	&PossibleOCM; 	
87	2019 FEB 02 15:53:14	2019 FEB 02 16:22:40	2019 FEB 02 16:52:07	3533.1	-128.5	-21.3	37.2	-71.7	-7.0	71.7	119.1	3.9	4	-	-	-		
87	2019 FEB 02 16:52:07	2019 FEB 02 17:21:38	2019 FEB 02 17:51:09	3542.0	37.2	143.8	-157.0	71.7	8.3	-71.8	60.7	15.9	4	-		3x COP rows 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
88	2019 FEB 02 17:51:09	2019 FEB 02 18:20:36	2019 FEB 02 18:50:03	3534.2	-157.0	-50.2	8.7	-71.8	-6.8	71.9	119.4	3.9	1	-	-	-		
88	2019 FEB 02 18:50:03	2019 FEB 02 19:19:33	2019 FEB 02 19:49:03	3540.0	8.7	114.9	174.4	71.9	8.2	-71.9	60.5	15.8	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
89	2019 FEB 02 19:49:03	2019 FEB 02 20:18:30	2019 FEB 02 20:47:57	3533.8	174.4	-79.1	-19.7	-71.9	-6.6	72.0	119.7	3.9	4	-	-	-		
89	2019 FEB 02 20:47:57	2019 FEB 02 21:17:26	2019 FEB 02 21:46:55	3538.4	-19.7	86.0	145.9	72.0	8.0	-72.0	60.2	15.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
90	2019 FEB 02 21:46:55	2019 FEB 02 22:16:21	2019 FEB 02 22:45:46	3531.6	145.9	-108.0	-48.3	-72.0	-6.5	72.0	119.9	3.9	1	-	-	-		
90	2019 FEB 02 22:45:46	2019 FEB 02 23:15:15	2019 FEB 02 23:44:44	3537.5	-48.3	57.1	117.3	72.0	7.9	-72.0	60.0	15.8	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
91	2019 FEB 02 23:44:44	2019 FEB 03 00:14:10	2019 FEB 03 00:43:36	3531.7	117.3	-136.9	-77.2	-72.0	-6.4	72.0	120.2	3.8	4	-	-	-		
91	2019 FEB 03 00:43:36	2019 FEB 03 01:13:05	2019 FEB 03 01:42:34	3538.2	-77.2	28.1	88.4	72.0	7.9	-72.0	59.7	15.8	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
92	2019 FEB 03 01:42:34	2019 FEB 03 02:12:01	2019 FEB 03 02:41:28	3534.0	88.4	-165.9	-106.0	-72.0	-6.4	72.0	120.5	3.8	3	-	-	-		
92	2019 FEB 03 02:41:28	2019 FEB 03 03:10:58	2019 FEB 03 03:40:28	3540.2	-106.0	-0.8	59.6	72.0	7.9	-72.0	59.4	15.8	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	&daysideMatch:MERIDIANI SULPHATES; 	
93	2019 FEB 03 03:40:28	2019 FEB 03 04:09:55	2019 FEB 03 04:39:22	3534.3	59.6	165.1	-134.6	-72.0	-6.3	72.0	120.8	3.8	1	-	-	-		
93	2019 FEB 03 04:39:22	2019 FEB 03 05:08:54	2019 FEB 03 05:38:25	3542.2	-134.6	-29.8	31.0	72.0	7.8	-72.0	59.1	15.8	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
94	2019 FEB 03 05:38:25	2019 FEB 03 06:07:51	2019 FEB 03 06:37:17	3532.8	31.0	136.2	-163.2	-72.0	-6.2	72.1	121.0	3.8	4	-	-	-		
94	2019 FEB 03 06:37:17	2019 FEB 03 07:06:49	2019 FEB 03 07:36:20	3543.0	-163.2	-58.7	2.5	72.1	7.6	-72.1	58.8	15.8	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
95	2019 FEB 03 07:36:20	2019 FEB 03 08:05:46	2019 FEB 03 08:35:12	3531.1	2.5	107.3	168.3	-72.1	-6.1	72.2	121.3	3.8	4	-	-	-		
95	2019 FEB 03 08:35:12	2019 FEB 03 09:04:42	2019 FEB 03 09:34:13	3541.2	168.3	-87.6	-26.0	72.2	7.4	-72.3	58.6	15.7	4	-		3x COP rows 82: NADIR: Full Frame (57:240;0:1047),Tint = 10000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
96	2019 FEB 03 09:34:13	2019 FEB 03 10:03:38	2019 FEB 03 10:33:03	3530.2	-26.0	78.4	139.7	-72.3	-5.9	72.3	121.6	3.8	1	-	-	-		
